"";"id";"scientific.name";"accepted.name";"family";"taxon.rank";"taxon.status";"search.str";"threat.status";"threat.status.mma";"life.form";"habitat";"vegetation.type";"vernacular.name";"occurrence";"establishment";"domain";"endemism"
"391";7997;"Hypericum caprifoliatum Cham. & Schltdl.";NA;"Hypericaceae";"species";"accepted";"Hypericum caprifoliatum";"LC";NA;"Subarbusto";"Rupicola|Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Floresta Ombrofila Mista|Restinga|Vegetacao Sobre Afloramentos Rochosos";"Orelha de Gato/PORTUGUES/Sul | Escadinha/PORTUGUES/Sul";"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"398";58059;"Sisyrinchium alatum Hook.";NA;"Iridaceae";"species";"accepted";"Sisyrinchium alatum";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Cerrado (lato sensu)";NA;"BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO";"native";"Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"145";104617;"Jaegeria hirta (Lag.) Less.";NA;"Asteraceae";"species";"accepted";"Jaegeria hirta";NA;NA;"Erva";"Terricola";"Area Antropica|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-MG|BR-MT|BR-PB|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Amazonia|Caatinga|Mata Atlantica|Pampa";"Nao endemica"
"9";4332;"Pfaffia tuberosa (Spreng.) Hicken";NA;"Amaranthaceae";"species";"accepted";"Pfaffia tuberosa";NA;NA;"Erva|Subarbusto";"Terricola";"Campo Limpo|Campo rupestre|Cerrado (lato sensu)";"Corango-de-batata/PORTUGUES/Sul";"BR-DF|BR-GO|BR-MG|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"10";4355;"Hippeastrum aulicum (Ker Gawl.) Herb.";NA;"Amaryllidaceae";"species";"accepted";"Hippeastrum aulicum";NA;NA;"Erva";"Epifita|Rupicola|Terricola";"Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"225";6075;"Dyckia reitzii L.B.Sm.";NA;"Bromeliaceae";"species";"accepted";"Dyckia reitzii";"EN";"EN";"Erva|Suculenta";"Rupicola";"Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"226";6526;"Vriesea philippocoburgii Wawra";NA;"Bromeliaceae";"species";"accepted";"Vriesea philippocoburgii";"LC";NA;"Erva";"Epifita";"Floresta Ombrofila (= Floresta Pluvial)|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"227";101533;"Acicarpha tribuloides Juss.";NA;"Calyceraceae";"species";"accepted";"Acicarpha tribuloides";"LC";NA;"Erva";"Terricola";"Campo de Varzea";"espinho-de-roseta/PORTUGUES/Sul";"BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"228";28241;"Lobelia camporum Pohl";NA;"Campanulaceae";"species";"accepted";"Lobelia camporum";NA;NA;"Erva";"Aquatica|Terricola";"Campo de Altitude|Campo de Varzea|Campo rupestre";NA;"BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"229";34586;"Siphocampylus betulifolius (Cham.) G.Don";NA;"Campanulaceae";"species";"accepted";"Siphocampylus betulifolius";NA;NA;"Erva";"Terricola";"Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"231";34592;"Siphocampylus fimbriatus Regel";NA;"Campanulaceae";"species";"accepted";"Siphocampylus fimbriatus";NA;NA;"Liana/voluvel/trepadeira";"Terricola";"Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-PR|BR-SC|BR-SP";"native";"Mata Atlantica";"Nao endemica"
"232";34595;"Siphocampylus longipedunculatus Pohl";NA;"Campanulaceae";"species";"accepted";"Siphocampylus longipedunculatus";NA;NA;"Liana/voluvel/trepadeira|Subarbusto";"Terricola";"Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-ES|BR-MG|BR-RJ|BR-SP";"native";"Mata Atlantica";"Endemica"
"233";28256;"Siphocampylus verticillatus (Cham.) G.Don";NA;"Campanulaceae";"species";"accepted";"Siphocampylus verticillatus";"LC";NA;"Erva|Subarbusto";"Terricola";"Campo Limpo|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Aquatica";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"234";28263;"Wahlenbergia linarioides (Lam.) DC.";NA;"Campanulaceae";"species";"accepted";"Wahlenbergia linarioides";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre";NA;"BR-ES|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"191";5503;"Solidago chilensis Meyen";NA;"Asteraceae";"species";"accepted";"Solidago chilensis";NA;NA;"Subarbusto";"Terricola";"Area Antropica|Campo de Altitude|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga";"arnica-brasileira, erva-lanceta, arnica, espiga-de/PORTUGUES/Sudeste e Sul";"BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"336";35933;"Croton splendidus Mart.";NA;"Euphorbiaceae";"species";"accepted";"Croton splendidus";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ombrofila (= Floresta Pluvial)|Restinga|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"341";29269;"Euphorbia peperomioides Boiss.";NA;"Euphorbiaceae";"species";"accepted";"Euphorbia peperomioides";NA;NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"206";27453;"Vernonanthura montevidensis (Spreng.) H.Rob.";NA;"Asteraceae";"species";"accepted";"Vernonanthura montevidensis";NA;NA;"Subarbusto";"Terricola";"Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-MG|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"208";5585;"Begonia calvescens (Brade ex L.B.Sm. & R.C.Sm.) E.L.Jacques & Mamede";NA;"Begoniaceae";"species";"accepted";"Begonia calvescens";NA;NA;"Subarbusto";"Rupicola";"Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"209";5589;"Begonia catharinensis Brade";NA;"Begoniaceae";"species";"accepted";"Begonia catharinensis";NA;NA;"Subarbusto";"Rupicola|Terricola";"Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-SC";"native";"Mata Atlantica";"Endemica"
"210";5603;"Begonia descoleana L.B.Sm. & B.G.Schub.";NA;"Begoniaceae";"species";"accepted";"Begonia descoleana";"LC";NA;"Erva";"Terricola";"Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Nao endemica"
"146";27135;"Lepidaploa chamissonis (Less.) H.Rob.";NA;"Asteraceae";"species";"accepted";"Lepidaploa chamissonis";"NT";NA;"Arbusto";"Terricola";"Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-MG|BR-PR|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"147";126842;"Leptostelma catharinense (Cabrera) A.M.Teles & Sobral";NA;"Asteraceae";"species";"accepted";"Leptostelma catharinense";"EN";"EN";"Erva";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";"margarida-catarinense/PORTUGUES/NA";"BR-SC";"native";"Mata Atlantica";"Endemica"
"150";106913;"Lucilia acutifolia (Poir.) Cass.";NA;"Asteraceae";"species";"accepted";"Lucilia acutifolia";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Restinga";NA;"BR-MG|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"151";5454;"Mikania lanuginosa DC.";NA;"Asteraceae";"species";"accepted";"Mikania lanuginosa";NA;NA;"Liana/voluvel/trepadeira";"Terricola";"Campo de Altitude|Campo rupestre|Floresta Ombrofila (= Floresta Pluvial)|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"212";5722;"Begonia solitudinis Brade";NA;"Begoniaceae";"species";"accepted";"Begonia solitudinis";NA;NA;"Erva";"Rupicola";"Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-SC";"native";"Mata Atlantica";"Endemica"
"213";77985;"Berberis campos-portoi Brade";NA;"Berberidaceae";"species";"accepted";"Berberis campos-portoi";"CR|VU";"CR";"Arbusto";"Terricola";"Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-ES|BR-MG|BR-RJ|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"4";33592;"Alstroemeria isabellana Herb.";"Alstroemeria isabelleana Herb.";"Alstroemeriaceae";"species";NA;"Alstroemeria isabellana";"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"5";4287;"Alstroemeria isabelleana Herb.";NA;"Alstroemeriaceae";"species";"accepted";"Alstroemeria isabelleana";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ombrofila (= Floresta Pluvial)|Vegetacao Aquatica";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"6";4294;"Alstroemeria sellowiana Seub. ex Schenk";NA;"Alstroemeriaceae";"species";"accepted";"Alstroemeria sellowiana";NA;NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"174";115761;"Senecio heteroschizus Baker";NA;"Asteraceae";"species";"accepted";"Senecio heteroschizus";"EN";"EN";"Erva";"Terricola";"Campo Limpo|Floresta Ciliar ou Galeria";NA;"BR-PR|BR-RS|BR-SC";"native";"Pampa";"Nao endemica"
"175";115767;"Senecio hoehnei Cabrera";NA;"Asteraceae";"species";"accepted";"Senecio hoehnei";NA;NA;"Subarbusto";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ciliar ou Galeria";NA;"BR-PR|BR-SP";"native";"Mata Atlantica";"Endemica"
"284";28516;"Cyperus reflexus Vahl";NA;"Cyperaceae";"species";"accepted";"Cyperus reflexus";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)";NA;"BR-MG|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
